20:28:18 kwargs,  {'blog_id': 1} <class 'dict'>
23:27:24 kwargs,  {'id': 2} <class 'dict'>
23:27:24 kwargs,  {'id': 1} <class 'dict'>
23:27:24 kwargs,  {'id': 2} <class 'dict'>
23:27:35 kwargs,  {'tids': '1'} <class 'dict'>
23:27:35 kwargs,  {'id': 1} <class 'dict'>
23:27:35 kwargs,  {'id': 2} <class 'dict'>
23:27:35 kwargs,  {'id': 1} <class 'dict'>
23:27:35 kwargs,  {'id': 1} <class 'dict'>
23:27:35 kwargs,  {'id': 2} <class 'dict'>
23:27:35 kwargs,  {'id': 1} <class 'dict'>
23:27:39 kwargs,  {'tids': '2'} <class 'dict'>
23:27:39 kwargs,  {'id': 1} <class 'dict'>
23:27:39 kwargs,  {'id': 2} <class 'dict'>
23:27:39 kwargs,  {'id': 1} <class 'dict'>
23:27:39 kwargs,  {'id': 2} <class 'dict'>
23:27:39 kwargs,  {'id': 1} <class 'dict'>
23:27:39 kwargs,  {'id': 2} <class 'dict'>
23:27:39 kwargs,  {'id': 1} <class 'dict'>
23:27:39 kwargs,  {'id': 2} <class 'dict'>
23:27:45 kwargs,  {'id': 1} <class 'dict'>
23:27:45 kwargs,  {'id': 1} <class 'dict'>
23:27:45 kwargs,  {'id': 2} <class 'dict'>
23:27:45 kwargs,  {'id': 1} <class 'dict'>
23:27:45 kwargs,  {'id': 1} <class 'dict'>
23:27:45 kwargs,  {'id': 2} <class 'dict'>
23:27:47 kwargs,  {'tids': '1'} <class 'dict'>
23:27:47 kwargs,  {'id': 1} <class 'dict'>
23:27:47 kwargs,  {'id': 2} <class 'dict'>
23:27:47 kwargs,  {'id': 1} <class 'dict'>
23:27:47 kwargs,  {'id': 1} <class 'dict'>
23:27:47 kwargs,  {'id': 2} <class 'dict'>
23:27:47 kwargs,  {'id': 1} <class 'dict'>
23:27:51 kwargs,  {'tids': '1'} <class 'dict'>
23:27:51 kwargs,  {'id': 1} <class 'dict'>
23:27:51 kwargs,  {'id': 2} <class 'dict'>
23:27:51 kwargs,  {'id': 1} <class 'dict'>
23:27:51 kwargs,  {'id': 1} <class 'dict'>
23:27:51 kwargs,  {'id': 2} <class 'dict'>
23:27:51 kwargs,  {'id': 1} <class 'dict'>
23:27:55 kwargs,  {'tids': '1'} <class 'dict'>
23:27:55 kwargs,  {'id': 1} <class 'dict'>
23:27:55 kwargs,  {'id': 2} <class 'dict'>
23:27:55 kwargs,  {'id': 1} <class 'dict'>
23:27:55 kwargs,  {'id': 1} <class 'dict'>
23:27:55 kwargs,  {'id': 2} <class 'dict'>
23:27:55 kwargs,  {'id': 1} <class 'dict'>
23:27:57 kwargs,  {'tids': '2'} <class 'dict'>
23:27:57 kwargs,  {'id': 1} <class 'dict'>
23:27:57 kwargs,  {'id': 2} <class 'dict'>
23:27:57 kwargs,  {'id': 1} <class 'dict'>
23:27:57 kwargs,  {'id': 2} <class 'dict'>
23:27:57 kwargs,  {'id': 1} <class 'dict'>
23:27:57 kwargs,  {'id': 2} <class 'dict'>
23:27:57 kwargs,  {'id': 1} <class 'dict'>
23:27:57 kwargs,  {'id': 2} <class 'dict'>
23:27:59 kwargs,  {'id': 1} <class 'dict'>
23:27:59 kwargs,  {'id': 1} <class 'dict'>
23:27:59 kwargs,  {'id': 2} <class 'dict'>
23:27:59 kwargs,  {'id': 1} <class 'dict'>
23:27:59 kwargs,  {'id': 1} <class 'dict'>
23:27:59 kwargs,  {'id': 2} <class 'dict'>
23:28:01 kwargs,  {'tids': '2'} <class 'dict'>
23:28:01 kwargs,  {'id': 1} <class 'dict'>
23:28:01 kwargs,  {'id': 2} <class 'dict'>
23:28:01 kwargs,  {'id': 1} <class 'dict'>
23:28:01 kwargs,  {'id': 2} <class 'dict'>
23:28:01 kwargs,  {'id': 1} <class 'dict'>
23:28:01 kwargs,  {'id': 2} <class 'dict'>
23:28:01 kwargs,  {'id': 1} <class 'dict'>
23:28:01 kwargs,  {'id': 2} <class 'dict'>
23:28:05 kwargs,  {'id': 1} <class 'dict'>
23:28:05 kwargs,  {'id': 1} <class 'dict'>
23:28:05 kwargs,  {'id': 2} <class 'dict'>
23:28:05 kwargs,  {'id': 1} <class 'dict'>
23:28:05 kwargs,  {'id': 1} <class 'dict'>
23:28:05 kwargs,  {'id': 2} <class 'dict'>
23:37:12 kwargs,  {'id': 1} <class 'dict'>
23:37:12 kwargs,  {'id': 2} <class 'dict'>
23:37:12 kwargs,  {'id': 1} <class 'dict'>
23:37:12 kwargs,  {'id': 1} <class 'dict'>
23:37:12 kwargs,  {'id': 2} <class 'dict'>
23:37:12 kwargs,  {'id': 1} <class 'dict'>
23:37:12 kwargs,  {'id': 1} <class 'dict'>
23:37:12 kwargs,  {'id': 2} <class 'dict'>
